species_tax_id	cell_diameter	cell_length	doubling_h	growth_tmp	optimum_tmp	optimum_ph	genome_size	gc_content	coding_genes	rRNA16S_genes	tRNA_genes	gram_stain	sporulation	motility	range_salinity	facultative_respiration	anaerobic_respiration	aerobic_respiration	mesophilic_range_tmp	thermophilic_range_tmp	psychrophilic_range_tmp	bacillus_cell_shape	coccus_cell_shape	filament_cell_shape	coccobacillus_cell_shape	vibrio_cell_shape	spiral_cell_shape
29359	-0.09691001300805639	0.5440680443502757	NA	37	NA	NA	2622699	NA	NA	NA	NA	1	NA	NA	NA	0	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
304901	-0.22184874961635637	0.0	NA	28	27	5.5	9918787	70.3	NA	NA	NA	1	1	0	NA	0	0	1	1	0	0	0	0	1	0	0	0
576944	-0.045757490560675115	0.6989700043360189	NA	50	50	8.5	NA	NA	NA	NA	NA	1	1	1	NA	1	0	0	NA	NA	NA	1	0	0	0	0	0
944651	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
794903	NA	NA	NA	NA	NA	NA	7417672.25	63.476	5912	1	48	0	0	NA	NA	1	0	0	NA	NA	NA	0	1	0	0	0	0
1492769	NA	NA	NA	28	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1861	-0.3010299956639812	-0.3010299956639812	NA	27	26	NA	5248082	74	4798.5	3	47	1	1	NA	NA	0	0	1	1	0	0	0	1	0	0	0	0
980347	NA	NA	NA	37	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
103836	NA	NA	NA	37	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	0	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
240495	NA	NA	NA	27	30	NA	7331350.2	69.747	6678.667	3	46	1	NA	0	NA	0	0	1	1	0	0	1	0	0	0	0	0
263724	-0.12493873660829993	0.3979400086720376	NA	30	32	7.5	NA	NA	NA	NA	NA	0	0	1	NA	0	0	1	NA	NA	NA	1	0	0	0	0	0
351672	NA	NA	NA	30	NA	NA	4183760	NA	NA	NA	NA	0	NA	NA	NA	0	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
450363	-0.09691001300805639	0.3010299956639812	NA	NA	30	NA	NA	NA	NA	NA	NA	NA	0	0	NA	0	0	1	NA	NA	NA	1	0	0	0	0	0
872327	-0.3279021420642826	0.07554696139253074	NA	37	39	6.5	1884503	NA	NA	NA	NA	1	0	0	NA	0	0	1	NA	NA	NA	1	0	0	0	0	0
908946	-0.045757490560675115	0.5440680443502757	NA	25	25	7	6579265.5	NA	NA	NA	NA	NA	NA	1	NA	1	0	0	NA	NA	NA	1	0	0	0	0	0
1136135	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1007092	NA	NA	NA	28	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1090375	NA	NA	NA	NA	NA	NA	3681223	59.25	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	1	0	0	1	0	0	0	0	0
1420899	NA	NA	NA	28	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
626372	0.5440680443502757	0.8450980400142568	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
767452	NA	NA	NA	28	NA	NA	3556988	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
656519	NA	NA	NA	NA	35.5	11	2613117.6	33.18	2309.333	4	57	0	0	0	1	0	1	0	1	0	0	1	0	0	0	0	0
1537524	NA	NA	NA	30	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
2369	-0.09691001300805639	0.3010299956639812	NA	33	37	8	3957814	69.4	NA	NA	NA	0	0	1	1	0	0	1	1	0	0	1	0	0	0	0	0
225144	NA	NA	NA	31	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	0	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
582857	NA	0.3010299956639812	NA	NA	30	7.25	NA	NA	NA	NA	NA	0	NA	1	NA	0	0	1	NA	NA	NA	1	0	0	0	0	0
125602	NA	NA	NA	30	NA	NA	5242029	NA	NA	NA	NA	0	0	0	NA	0	1	0	NA	NA	NA	0	1	0	0	0	0
235931	-0.3010299956639812	0.17609125905568124	NA	35	35	NA	2331365	NA	NA	NA	NA	1	0	0	NA	0	1	0	NA	NA	NA	1	0	0	0	0	0
598652	-0.10237290870955855	0.16136800223497488	NA	28	37	NA	NA	NA	NA	NA	NA	NA	0	0	NA	0	0	1	NA	NA	NA	1	0	0	0	0	0
2736	-0.09691001300805639	0.0	NA	30	32	NA	8086476	60.3	NA	NA	NA	0	0	0	NA	1	0	0	1	0	0	1	0	0	0	0	0
683354	NA	NA	NA	28	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
284578	-0.6020599913279624	0.3521825181113625	NA	30	32.5	7.25	NA	NA	NA	NA	NA	1	1	1	NA	0	0	1	NA	NA	NA	1	0	0	0	0	0
1128427	NA	NA	NA	NA	NA	NA	5629585	46.5	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
580165	NA	0.0	NA	35	33.5	NA	4234931.438	35.415	3983.231	13	105.667	1	1	1	0	0	0	1	1	0	0	1	0	0	0	0	0
1496690	NA	NA	NA	NA	NA	NA	5061979	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
397288	NA	NA	NA	NA	NA	NA	5051289	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1524460	NA	NA	NA	NA	NA	NA	7868778	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
176290	-0.22184874961635637	NA	NA	25	26.5	NA	2876339	53.8	NA	NA	NA	0	0	0	NA	0	0	1	1	0	0	0	0	0	1	0	0
573739	NA	NA	NA	28	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
479117	-0.3979400086720376	-0.045757490560675115	NA	33	33.75	NA	2351100.75	NA	NA	NA	NA	1	0	0	NA	0	0	1	NA	NA	NA	1	0	0	0	0	0
1650663	NA	NA	NA	NA	NA	NA	3828233	NA	NA	NA	NA	NA	NA	NA	NA	0	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
111015	NA	NA	NA	37	NA	NA	3051612	72.6	2389.5	3	50	1	NA	NA	NA	0	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
190976	-0.22184874961635637	0.0	NA	37	37	7	1544134	NA	NA	NA	NA	1	NA	NA	NA	0	1	0	NA	NA	NA	0	0	0	1	0	0
200379	NA	NA	NA	29	NA	NA	9473544	NA	NA	NA	NA	1	NA	NA	NA	0	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
552064	-0.3467874862246563	0.16136800223497488	NA	28	28	7	NA	NA	NA	NA	NA	1	0	0	NA	0	0	1	NA	NA	NA	1	0	0	0	0	0
90239	-0.09691001300805639	NA	NA	32	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	0	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
1384589	NA	NA	NA	37	NA	NA	5450000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
54250	NA	NA	NA	90	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
171864	NA	NA	NA	68	NA	NA	2191091	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
453304	NA	NA	NA	28	28	NA	4373123	70.395	3766.5	3	51	NA	NA	NA	NA	0	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
94	-0.1549019599857432	NA	NA	29	NA	NA	NA	NA	NA	NA	NA	0	0	NA	NA	0	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
651086	-0.37161106994968846	0.06069784035361165	NA	25	28	7	NA	NA	NA	NA	NA	0	NA	1	NA	0	0	1	NA	NA	NA	1	0	0	0	0	0
981381	0.09691001300805642	0.09691001300805642	NA	28	30	7	NA	NA	NA	NA	NA	NA	NA	1	NA	1	0	0	NA	NA	NA	0	1	0	0	0	0
259059	-0.1549019599857432	0.09691001300805642	NA	32	30	NA	2630374	NA	NA	NA	NA	1	NA	1	NA	0	0	1	NA	NA	NA	1	0	0	0	0	0
363888	NA	NA	NA	30	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
424795	-0.4559319556497244	0.4548448600085102	NA	25	25	7.5	NA	NA	NA	NA	NA	1	NA	0	NA	0	0	1	NA	NA	NA	1	0	0	0	0	0
51670	0.04139268515822507	NA	NA	30	NA	NA	4425354	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
555500	-0.3467874862246563	0.36172783601759284	NA	NA	25	NA	3572447	NA	NA	NA	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	1	0	0	0	0	0
400390	-0.1549019599857432	0.2304489213782739	NA	30	33	9.25	NA	NA	NA	NA	NA	0	0	1	NA	0	0	1	NA	NA	NA	1	0	0	0	0	0
339866	-0.36653154442041347	0.23804610312879543	NA	37	33.5	7.72	3203428	NA	NA	NA	NA	0	0	1	NA	0	0	1	NA	NA	NA	1	0	0	0	0	0
1337051	NA	NA	NA	37	NA	NA	5754343	NA	NA	NA	NA	NA	NA	NA	NA	0	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
2026187	0.17609125905568124	0.43136376415898736	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
393310	NA	NA	NA	28	27.5	6.5	8525315	NA	NA	NA	NA	0	NA	1	NA	0	0	1	NA	NA	NA	1	0	0	0	0	0
459525	-0.045757490560675115	0.43933269383026263	NA	30	38.5	8.5	4797611	NA	NA	NA	NA	1	1	1	NA	1	0	0	NA	NA	NA	1	0	0	0	0	0
1510569	NA	NA	NA	28	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
520043	-0.2596373105057561	0.33243845991560533	NA	NA	37	8	NA	NA	NA	NA	NA	1	0	1	NA	0	0	1	NA	NA	NA	1	0	0	0	0	0
175632	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	NA	0	0	1	NA	NA	NA	0	1	0	0	0	0
1341696	-0.8239087409443188	-0.6020599913279624	NA	45	45	8	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	1	NA	NA	NA	1	0	0	0	0	0
333964	NA	NA	NA	29	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	0	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
109328	-0.09691001300805639	0.7781512503836436	NA	37	NA	NA	2815862.667	30.707	NA	NA	NA	0	0	0	NA	0	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
332953	-0.3979400086720376	0.6020599913279624	NA	NA	37	7.25	3238452	NA	NA	NA	NA	0	0	0	NA	0	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
1080227	NA	NA	NA	28	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
151755	NA	NA	NA	30	NA	NA	6535173	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
202611	0.0	0.6020599913279624	NA	30	32.5	7	4523333.5	40.96	NA	NA	NA	1	1	1	NA	0	0	1	1	0	0	1	0	0	0	0	0
1176721	-0.4145392704914993	0.11561051167429974	NA	NA	30	6	NA	NA	NA	NA	NA	NA	0	0	NA	1	0	0	NA	NA	NA	1	0	0	0	0	0
310298	-0.09691001300805639	0.3979400086720376	NA	37	35.5	7	4295617	41.9	NA	NA	NA	0	0	0	NA	0	1	0	1	0	0	1	0	0	0	0	0
1227947	-0.12493873660829993	0.3891660843645325	NA	NA	30	7	NA	NA	NA	NA	NA	NA	0	1	NA	0	0	1	NA	NA	NA	1	0	0	0	0	0
559627	NA	NA	NA	28	39.5	NA	NA	NA	NA	NA	NA	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
472978	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
656747	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
985016	-0.2596373105057561	0.11394335230683678	NA	NA	29	7.25	NA	NA	NA	NA	NA	NA	0	0	NA	0	0	1	NA	NA	NA	1	0	0	0	0	0
884155	-0.3979400086720376	0.2304489213782739	NA	50	50	7.6	3723227	61.188	NA	NA	NA	0	0	0	NA	0	0	1	0	1	0	1	0	0	0	0	0
1411621	NA	NA	NA	NA	NA	NA	4868851	61	3863	3	44	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
477680	-0.3979400086720376	1.2430380486862944	NA	28	29	6	7789037	44	6087	5	66	0	0	1	NA	0	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
1441386	NA	NA	NA	55	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
179628	-0.045757490560675115	0.47712125471966244	NA	37	38.5	7	3028640.25	26.1	NA	NA	NA	NA	1	NA	NA	0	1	0	1	0	0	1	0	0	0	0	0
908615	-0.2596373105057561	0.47712125471966244	NA	28	28.5	7.5	2671918	NA	NA	NA	NA	NA	NA	0	NA	0	0	1	NA	NA	NA	1	0	0	0	0	0
427920	NA	NA	NA	28	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
480814	-0.3010299956639812	-0.09691001300805639	NA	28	37	6.5	3960292	NA	NA	NA	NA	0	0	1	NA	0	0	1	NA	NA	NA	1	0	0	0	0	0
45362	NA	NA	NA	37	37	NA	760240	28.2	579	1	30	NA	0	NA	NA	1	0	0	1	0	0	0	1	0	0	0	0
489971	NA	NA	NA	35	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
321317	NA	NA	NA	28	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
270345	NA	NA	NA	30	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
404578	NA	NA	NA	28	NA	NA	8221370	67.41	NA	NA	NA	1	1	0	NA	0	0	1	1	0	0	NA	NA	NA	NA	NA	NA
1216297	NA	NA	NA	30	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1899017	NA	NA	NA	NA	NA	NA	1867338	32.9	1772	NA	41	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
322609	NA	NA	NA	29	28	7	5569331	NA	NA	NA	NA	1	1	0	NA	0	0	1	NA	NA	NA	0	0	0	1	0	0
1017273	NA	NA	NA	30	NA	NA	3833878.667	46.53	NA	NA	NA	1	NA	1	NA	NA	NA	NA	NA	NA	NA	1	0	0	0	0	0
1390225	NA	1.041392685158225	NA	NA	25	7	NA	NA	NA	NA	NA	0	NA	NA	NA	0	1	0	NA	NA	NA	0	0	0	0	0	1
116718	NA	NA	NA	30	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	0	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
1005667	NA	NA	NA	NA	NA	NA	4814900	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
267745	-0.3010299956639812	0.3424226808222063	NA	39	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	0	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
293371	NA	NA	NA	25	25	NA	1836375.5	35.688	1737	NA	55	1	0	0	NA	NA	NA	NA	NA	NA	NA	1	0	0	0	0	0
204089	NA	NA	NA	30	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
54265	-0.5228787452803376	0.20411998265592482	NA	65	78	NA	2441743.5	41.9	NA	NA	NA	1	NA	NA	NA	0	1	0	0	1	0	NA	NA	NA	NA	NA	NA
288768	NA	NA	NA	NA	NA	NA	6205182	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
415212	-0.22184874961635637	-0.22184874961635637	NA	28	29.5	NA	3107017.5	71.44	NA	NA	NA	1	NA	0	NA	0	0	1	1	0	0	0	1	0	0	0	0
491919	-0.06398920428479042	0.17609125905568124	NA	28	30	7	2505335	63.6	NA	NA	NA	0	NA	0	NA	0	0	1	NA	NA	NA	1	0	0	0	0	0
64975	-0.09691001300805639	0.6989700043360189	NA	15	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	0	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
610254	0.09691001300805642	0.3010299956639812	NA	55	57	6.8	NA	NA	NA	NA	NA	0	0	1	NA	0	1	0	NA	NA	NA	1	0	0	0	0	0
1472724	NA	NA	NA	28	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
84757	NA	NA	NA	28	28	NA	4669182.4	73.1	4152	2	45	1	0	0	NA	0	0	1	1	0	0	1	0	0	0	0	0
53443	NA	NA	0.25527250510330607	37	NA	6.5	3596185.5	44.3	NA	NA	NA	1	0	0	NA	0	1	0	1	0	0	0	1	0	0	0	0
413501	0.0	0.47712125471966244	NA	29	30	NA	4364112.667	57.7	3890	7	83	0	NA	1	NA	0	0	1	NA	NA	NA	1	0	0	0	0	0
622664	-0.16115090926274472	-0.026872146400301365	NA	28	34	7.2	3695644	NA	NA	NA	NA	1	0	0	NA	0	0	1	NA	NA	NA	1	0	0	0	0	0
82367	NA	NA	NA	32.5	NA	NA	4575983.333	67.5	NA	NA	NA	1	NA	NA	NA	0	0	1	1	0	0	NA	NA	NA	NA	NA	NA
374515	-0.12493873660829993	0.2671717284030138	NA	NA	29	7.5	NA	NA	NA	NA	NA	0	NA	1	NA	0	0	1	NA	NA	NA	1	0	0	0	0	0
45398	NA	NA	NA	27	NA	NA	8963410	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1071918	-0.4559319556497244	0.24303804868629442	NA	37	37	NA	2136954	NA	NA	NA	NA	NA	0	0	NA	0	0	1	NA	NA	NA	1	0	0	0	0	0
1081097	NA	NA	NA	28	28	6	NA	NA	NA	NA	NA	NA	NA	0	NA	0	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
132926	0.0	0.3979400086720376	0.6830470382388496	4.25	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	0	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
1049584	NA	NA	NA	28	NA	NA	7480000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
53426	0.47712125471966244	0.47712125471966244	0.5118833609788744	90.15	85	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	0	1	0	NA	NA	NA	0	1	0	0	0	0
671143	NA	NA	NA	NA	27.5	7.5	2752852	58.6	3072	NA	47	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
95159	0.3010299956639812	NA	0.0	53.75	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	0	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
57003	0.25527250510330607	NA	NA	25	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	0	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
1280370	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1814128	NA	NA	NA	NA	NA	NA	2182100	39.2	1874.5	6	68	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1451356	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
381445	NA	NA	NA	29	31.5	7	9111009	70	NA	NA	NA	1	1	0	NA	0	0	1	1	0	0	0	0	1	0	0	0
468915	0.17609125905568124	0.36172783601759284	NA	NA	10	7.5	NA	NA	NA	NA	NA	1	0	0	NA	NA	NA	NA	NA	NA	NA	1	0	0	0	0	0
745820	-0.3979400086720376	0.3979400086720376	NA	30	30	9	3778165	NA	NA	NA	NA	1	1	1	NA	1	0	0	NA	NA	NA	1	0	0	0	0	0
349933	-0.11520463605101904	0.41212440617331725	NA	35	35	7.9	4106453	NA	NA	NA	NA	1	1	1	NA	0	1	0	NA	NA	NA	1	0	0	0	0	0
647720	-0.022276394711152253	0.3424226808222063	NA	25	26.25	7.5	4232765	NA	NA	NA	NA	0	NA	1	NA	0	0	1	NA	NA	NA	1	0	0	0	0	0
382504	NA	NA	NA	28	26	8	7976569	67.35	NA	NA	NA	1	NA	0	NA	0	0	1	1	0	0	0	0	1	0	0	0
231233	NA	NA	NA	34	37	NA	2123198	NA	NA	NA	NA	1	0	0	NA	0	0	1	NA	NA	NA	0	1	0	0	0	0
43948	NA	NA	NA	28	22	7.2	3471291.6	49	3125.667	8	90	0	0	0	NA	1	0	0	1	0	0	1	0	0	0	0	0
1427151	NA	NA	NA	NA	40	7	NA	NA	NA	NA	NA	NA	NA	1	NA	0	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
1214065	NA	NA	NA	NA	NA	NA	3737173.5	45.9	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1873176	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
13335	-0.22184874961635637	0.47712125471966244	NA	37	NA	NA	3801392.5	43.6	NA	NA	NA	0	NA	1	NA	0	1	0	1	0	0	0	0	0	0	0	1
105851	NA	NA	0.3979400086720376	82.45	85	NA	NA	NA	NA	NA	NA	0	NA	0	NA	0	1	0	NA	NA	NA	0	1	0	0	0	0
340097	NA	NA	NA	50	NA	NA	3244367	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1262400	-0.6989700043360187	-0.6989700043360187	NA	35	33.5	9.25	NA	NA	NA	NA	NA	NA	NA	1	NA	0	1	0	NA	NA	NA	0	1	0	0	0	0
1794912	NA	NA	NA	29	28	NA	3967150	47.077	NA	NA	NA	NA	NA	NA	NA	0	1	0	1	0	0	NA	NA	NA	NA	NA	NA
80871	NA	NA	NA	28	28	NA	9195793	71.7	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	1	0	0	NA	NA	NA	NA	NA	NA
765888	NA	NA	NA	30	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
223903	-0.09691001300805639	0.3010299956639812	NA	25	32.5	NA	6009115	56.4	NA	NA	NA	0	NA	0	NA	0	0	1	1	0	0	1	0	0	0	0	0
349064	-0.3979400086720376	0.146128035678238	NA	28	25	NA	3306525	NA	NA	NA	NA	0	0	0	NA	0	0	1	NA	NA	NA	1	0	0	0	0	0
661398	-0.3979400086720376	-0.3010299956639812	NA	28	28	7	NA	NA	NA	NA	NA	1	NA	1	NA	0	0	1	NA	NA	NA	1	0	0	0	0	0
1462993	NA	NA	NA	NA	NA	NA	8398286	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
312285	NA	NA	NA	NA	37	7	NA	NA	NA	NA	NA	1	0	0	NA	0	0	1	NA	NA	NA	1	0	0	0	0	0
562959	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
265429	-0.5228787452803376	-0.09691001300805639	NA	42	47	NA	2647044	NA	NA	NA	NA	0	0	1	NA	0	0	1	NA	NA	NA	1	0	0	0	0	0
1465501	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
392333	-0.5228787452803376	0.0	NA	35	30	NA	3839829.5	57.94	NA	NA	NA	0	0	1	1	0	1	0	1	0	0	1	0	0	0	0	0
165814	NA	NA	NA	29	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	0	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
746032	NA	NA	NA	25	28	7	3544917	NA	NA	NA	NA	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
490096	-0.09691001300805639	0.0	NA	NA	25	7.75	NA	NA	NA	NA	NA	0	0	0	NA	0	0	1	NA	NA	NA	1	0	0	0	0	0
506594	-0.3010299956639812	0.0	NA	30	30	8	NA	NA	NA	NA	NA	1	0	0	NA	0	0	1	NA	NA	NA	1	0	0	0	0	0
646534	NA	NA	NA	NA	NA	NA	5602197	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2014873	NA	NA	NA	NA	NA	NA	8961382	49.703884	NA	NA	NA	1	NA	0	NA	NA	NA	NA	NA	NA	NA	0	0	1	0	0	0
1434707	NA	NA	NA	NA	NA	NA	5841105	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
387846	NA	NA	NA	NA	28	NA	9404692	72.27	NA	NA	NA	1	NA	0	NA	0	0	1	1	0	0	0	0	1	0	0	0
1323	NA	NA	NA	37	NA	NA	1992636	NA	NA	NA	NA	1	NA	NA	NA	0	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
43654	-0.3010299956639812	0.17609125905568124	NA	23.5	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
